gvkey,Data Date,fyear,Industry Format,Level of Consolidation - Company Annual Descriptor,Population Source,Data Format,tic,ISO Currency Code,act,at,capx,ceq,ebit,lct,lt,ni,re,sale,xrd,xsga,Active/Inactive Status Marker,mkvalt,GIC Sectors,wcap,ROA,ROE,RD_Sales,Debt_Assets,Market_Book,WC_TA,RE_TA,ROA_vol,ROE_vol,cluster,pca_1,pca_2
64334,2017-12-31,2017,INDL,C,D,STD,VCEL,USD,50.506,54.577,1.51,22.54,-14.984,13.09,32.037,-17.286,-360.48,63.924,12.944,48.554,A,195.4425,35,37.416,-0.316726826318779,-0.7669032830523514,0.2024904574181841,0.5870055151437419,8.670918367346939,0.6855635157667149,-6.6049801198306985,0.07984463664206826,1.1373456829717332,0,0.6914907190148243,-0.5627461836396226
64857,2014-12-31,2014,INDL,C,D,STD,SRPT,USD,247.796,295.033,25.444,247.653,-133.775,36.867,47.38,-135.789,-679.12,9.757,94.231,,A,597.7846,35,210.929,-0.46025020929862076,-0.5483034730045668,9.657784154965665,0.1605922049397864,2.4137991463862742,0.7149335837008063,-2.3018442004792683,0.10501132704358164,0.2811890956533713,0,0.7847895228936168,-0.11058483747147331
64857,2015-12-31,2015,INDL,C,D,STD,SRPT,USD,224.543,273.782,3.401,190.347,-220.184,62.294,83.435,-220.03,-899.166,1.253,146.394,,A,1760.4054,35,162.24900000000002,-0.8036686122535448,-1.1559415173341319,87.78898007033997,0.30474976441110085,9.248401078031176,0.5926211365246803,-3.2842407462871925,0.22353057117732936,0.3813109314748913,0,0.04808438382668581,-1.900653904638939
64857,2016-12-31,2016,INDL,C,D,STD,SRPT,USD,373.476,424.104,5.341,336.691,-261.368,75.422,87.413,-267.265,-1166.44,5.421,188.272,,A,1502.0394,35,298.054,-0.6301874068624677,-0.7937990620479907,34.73012359343294,0.20611218003131307,4.461180726541547,0.7027851659027031,-2.750363118480373,0.17171224923686798,0.30567936226191617,0,0.5078389066822593,-0.7254493183999222
64857,2017-12-31,2017,INDL,C,D,STD,SRPT,USD,1228.644,1307.964,12.0,789.217,-136.654,88.332,518.747,-50.688,-1217.387,154.584,166.707,,A,3605.0269,35,1140.312,-0.03875336018422526,-0.06422568191004502,1.0784233814625057,0.3966064815239563,4.56785256779821,0.8718221602429425,-0.930749623078311,0.4010372599153378,0.5560677327212178,0,0.8727013979359136,0.05965655494343509
64929,2014-08-31,2014,INDL,C,D,STD,SLP,USD,11.533,20.981,0.024,15.435,4.44,1.391,5.546,3.025,9.345,11.461,0.953,5.392,A,109.872,35,10.142,0.14417806586911966,0.19598315516682863,0.0831515574557194,0.2643343977884753,7.118367346938776,0.48338973356846665,0.44540298365187553,0.019206975221218062,0.008843476913894033,0,1.192229320710275,0.2752037683183834
64929,2015-08-31,2015,INDL,C,D,STD,SLP,USD,11.533,27.344,0.071,19.532,6.27,3.613,7.812,3.843,9.812,18.314,1.328,7.416,A,114.3653,35,7.92,0.14054271503803392,0.19675404464468566,0.07251283171344328,0.28569338794616733,5.855278517304936,0.2896430661205383,0.35883557636044466,0.02165167920603355,0.008843476913894033,0,1.036591776111161,0.40335087288008087
64929,2016-08-31,2016,INDL,C,D,STD,SLP,USD,12.929,28.043,0.039,22.733,7.231,2.126,5.31,4.95,11.349,19.972,1.445,8.139,A,148.4795,35,10.803,0.17651463823414043,0.21774512822768663,0.07235129180853195,0.18935206646935063,6.5314520740773325,0.3852298256249332,0.40469992511500197,0.019802562739916128,0.012347761822000449,0,1.1723348851131563,0.34888508569106913
64929,2017-08-31,2017,INDL,C,D,STD,SLP,USD,12.668,38.512,0.176,25.805,8.884,2.042,12.707,5.788,13.689,24.138,1.368,8.946,A,250.531,35,10.626,0.1502908184461986,0.2242976167409417,0.05667412378821775,0.32994910677191525,9.70862236000775,0.27591400083090983,0.35544765267968426,0.018604181889892872,0.014388705405783386,0,1.0921200679829355,0.1536067709969388
65016,2014-12-31,2014,INDL,C,D,STD,GTHP,USD,1.779,3.031,0.15,-5.143,-8.669,4.603,7.496,-9.883,-113.06,0.823,2.788,8.601,A,22.2748,35,-2.824,-3.2606400527878585,1.9216410655259575,3.387606318347509,2.4731111844275815,-4.331090803033249,-0.9317057076872318,-37.30122071923458,1.0055985152372318,4.847230590302651,1,-5.075362207568605,0.49860746553624496
65016,2015-12-31,2015,INDL,C,D,STD,GTHP,USD,2.124,2.563,0.008,-7.614,-6.227,5.519,8.125,-6.902,-122.563,0.606,1.477,,A,0.0356,35,-3.395,-2.6929379633242294,0.90648804833202,2.4372937293729375,3.170113148653921,-0.004675597583399002,-1.3246195864221615,-47.82013265704253,0.5426093854186159,2.577230350667173,1,-5.060241958058069,0.19057555696469541
65016,2016-12-31,2016,INDL,C,D,STD,GTHP,USD,1.046,1.492,0.0,-10.568,-3.82,9.338,10.758,-3.97,-127.558,0.605,0.733,,A,0.3603,35,-8.292,-2.660857908847185,0.375662376987131,1.2115702479338843,4.817258883248731,-0.034093489780469347,-2.848128342245989,-64.95431472081218,0.33740515024390927,0.7855318418215076,1,-6.993721206693763,0.4151268774615577
65016,2017-12-31,2017,INDL,C,D,STD,GTHP,USD,0.38,0.489,0.0,-20.458,-3.121,11.929,19.891,-10.696,-138.533,0.244,0.334,2.622,A,1.2391,35,-11.549,-3.6657176749703444,0.5228272558412357,1.3688524590163935,4.817258883248731,-0.06056799296118879,-2.848128342245989,-64.95431472081218,2.681166545816585,0.27405261010176957,1,-9.243369467507003,-0.3211211441299022
65280,2014-12-31,2014,INDL,C,D,STD,INIS,USD,2.743,10.95,0.116,3.901,-0.786,2.602,6.975,-1.545,-118.242,7.537,0.464,3.763,A,12.8354,35,0.14100000000000001,-0.1410958904109589,-0.39605229428351707,0.06156295608332228,0.636986301369863,3.2902845424250193,0.012876712328767125,-10.798356164383563,0.03284106089816398,0.07555919790354458,0,0.17430487900088,0.21790801683541283
65280,2015-12-31,2015,INDL,C,D,STD,INIS,USD,3.138,11.243,0.093,3.516,-1.441,2.486,7.66,-1.818,-120.06,7.062,0.821,4.144,A,39.3796,35,0.6519999999999997,-0.16170061371520056,-0.5170648464163823,0.116256018125177,0.6813128168638264,11.200113765642778,0.057991639242195116,-10.67864448990483,0.03263320502066535,0.06935666737126515,0,0.34441246802833425,-0.4029226324126086
65280,2016-12-31,2016,INDL,C,D,STD,INIS,USD,3.301,11.379,0.094,1.706,-1.504,7.511,9.623,-1.879,-121.942,6.552,0.511,4.348,A,47.5065,35,-4.21,-0.16512874593549523,-1.1014067995310668,0.07799145299145299,0.8456806397750242,27.846717467760847,-0.36997978732753317,-10.716407417171983,0.012999261886913846,0.37718795801222876,0,0.40363669427356047,-1.7559930158140842
65280,2017-12-31,2017,INDL,C,D,STD,INIS,USD,3.728,12.005,0.11,-1.23,-2.065,5.514,11.658,-3.757,-125.697,7.42,0.377,5.303,A,32.5433,35,-1.786,-0.3129529362765514,3.0544715447154474,0.050808625336927225,0.9710953769262806,-19.859902939935292,-0.148771345272803,-10.470387338608912,0.08635296599877304,2.249764895995654,2,-1.0329324684630061,3.2530224853254635
65376,2014-12-31,2014,INDL,C,D,STD,SIGA,USD,129.805,166.385,0.028,-246.502,-21.547,7.46,412.887,-265.463,-421.99,3.14,10.83,,A,77.0458,35,122.34500000000001,-1.595474351654296,1.0769202683953882,3.449044585987261,2.481515761637167,-0.31255649041387085,0.735312678426541,-2.536226222315714,0.8575002067411719,1.0883672591268463,0,-1.6502505587236562,0.5087488718092951
65376,2015-12-31,2015,INDL,C,D,STD,SIGA,USD,129.459,185.733,0.109,-284.429,-16.301,7.333,470.162,-39.451,-461.442,8.176,13.131,,A,22.7279,35,122.126,-0.21240705744267308,0.13870245298475192,1.6060420743639923,2.5313864525959304,-0.0799071121439797,0.6575352791372562,-2.484437337468301,0.8365408016699465,1.046208060366362,0,-0.8539344616374777,0.44556177609337866
65376,2016-12-31,2016,INDL,C,D,STD,SIGA,USD,69.159,160.982,0.024,-287.418,-19.346,13.829,448.4,-39.698,-501.14,14.988,19.711,,A,226.6358,35,55.330000000000005,-0.24659899864581133,0.1381193940532604,1.3151187616760074,2.7854045793939695,-0.7885233353513001,0.3437030226981899,-3.1130188468275954,0.7888291901202761,0.541848701326789,0,-1.1529719759861403,0.6134423589400041
65376,2017-12-31,2017,INDL,C,D,STD,SIGA,USD,37.364,144.67,0.1,-323.138,-17.624,6.81,467.808,-36.235,-537.376,12.269,16.68,,A,383.3392,35,30.554,-0.2504665791110804,0.11213475357277697,1.3595240035862743,3.2336213451302966,-1.1863018277020965,0.21119789866592936,-3.7144950577175644,0.020946655307883214,0.015173354664571335,0,-0.8881667620032277,0.9123978046983999
65772,2014-12-31,2014,INDL,C,D,STD,MTD,USD,849.43,2009.11,89.388,719.595,477.686,678.89,1289.515,338.241,2144.385,2485.983,123.297,851.879,A,8542.3778,35,170.53999999999996,0.16835364912822096,0.47004356617263876,0.0495968797855818,0.6418339463742653,11.871091099854779,0.08488335631199884,0.7380438438593834,0.016677050395048954,0.07635163768497387,0,0.8805812262873847,0.1755351357104803
65772,2015-12-31,2015,INDL,C,D,STD,MTD,USD,862.815,2018.485,82.506,580.457,501.156,595.127,1438.028,352.82,2425.668,2395.447,119.076,819.886,A,9187.0317,35,267.6880000000001,0.17479446218327113,0.6078314155915081,0.04970930268964414,0.7124293715336008,15.827239054744796,0.1326182755878791,0.7380438438593834,0.01727188864666412,0.14024531513992672,0,0.9462743057104998,-0.04860766318886241
65772,2016-12-31,2016,INDL,C,D,STD,MTD,USD,896.784,2166.777,123.957,434.943,546.945,587.515,1731.834,384.37,2710.71,2508.257,119.968,852.59,A,10890.9312,35,309.269,0.17739250508935622,0.8837249938497689,0.04782922962040971,0.7992672988498586,25.039904539215485,0.142732270095169,0.7380438438593834,0.004789153114763261,0.21064784260965533,0,1.0868124772925296,-0.56864843417402
65772,2017-12-31,2017,INDL,C,D,STD,MTD,USD,1006.723,2549.805,127.426,547.28,613.913,689.673,2002.525,375.972,3167.876,2725.053,129.265,916.729,A,15823.1603,35,317.04999999999995,0.14745127568578772,0.686982897237246,0.04743577464364913,0.7853639788140663,28.91236716123374,0.12434284190359654,0.7380438438593834,0.016587529919466236,0.14206200298364677,0,1.1553180331007216,-0.9319780068853165
65905,2014-09-30,2014,INDL,C,D,STD,NOTV,USD,6.655,23.774,0.49,8.351,0.708,9.467,14.238,-1.07,-14.783,24.584,0.658,7.254,A,18.6533,35,-2.8120000000000003,-0.045007150668797846,-0.1281283678601365,0.026765375854214124,0.598889543198452,2.233660639444378,-0.11828047446790613,-0.6218137461091948,0.13622181776199935,0.5205032677241849,0,0.3642823069328776,0.4956392881168325
65905,2015-09-30,2015,INDL,C,D,STD,NOTV,USD,6.691,23.815,1.467,9.543,0.343,9.303,13.087,1.099,-13.638,22.698,0.715,7.146,A,13.6975,35,-2.612000000000001,0.04614738610119672,0.11516294666247512,0.03150057273768614,0.5495276086500105,1.4353452792622865,-0.10967877388200717,-0.5726642872139408,0.04868170101682005,0.1350583092393893,0,0.488327592048545,0.7290792088225623
65905,2016-09-30,2016,INDL,C,D,STD,NOTV,USD,4.877,21.139,1.256,6.273,-2.069,13.483,13.681,-3.23,-16.956,20.441,0.496,6.494,A,9.3242,35,-8.606000000000002,-0.15279814560764465,-0.5149051490514905,0.024264957683087913,0.6471923932068688,1.4864020404909932,-0.40711481148587925,-0.8021193055489853,0.09958863117057455,0.31774537694709476,0,0.1578814875768696,0.43225689861052297
65905,2017-09-30,2017,INDL,C,D,STD,NOTV,USD,5.306,20.417,0.347,7.432,1.278,7.723,11.95,0.884,-16.037,24.242,0.465,6.419,A,14.5094,35,-2.417,0.04329725228975853,0.11894510226049515,0.01918158567774936,0.5852965665866678,1.9522874058127015,-0.11838174070627416,-0.7854728902385266,0.11404739725672362,0.3648666996374288,0,0.41125472344828157,0.662801018455422
65944,2014-12-31,2014,INDL,C,D,STD,ASRT,USD,617.62,711.065,0.599,364.447,242.542,57.499,346.618,131.762,47.677,390.363,7.116,126.314,A,955.2102,35,560.121,0.18530232819784406,0.36153953798494703,0.01822918668009007,0.48746317144002305,2.62098521870121,0.7877212350488351,0.0670501290318044,0.20564498417295649,0.4008743967695339,0,1.0182225050155047,0.5482992137961964
65944,2015-12-31,2015,INDL,C,D,STD,ASRT,USD,308.972,1363.432,1.715,315.055,4.876,219.632,1048.377,-75.738,-28.078,342.735,72.441,192.64,A,1102.0683,35,89.33999999999997,-0.055549525022149986,-0.24039612131215185,0.21136154755131514,0.7689250362320966,3.498018758629445,0.0655258201362444,-0.02059361963046195,0.1209935612893019,0.33495200224707655,0,0.45772189384865336,0.3465972482014949
65944,2016-12-31,2016,INDL,C,D,STD,ASRT,USD,306.204,1225.337,2.86,250.788,29.8,227.242,974.549,-88.72,-116.763,455.897,32.631,231.854,A,1116.6273,35,78.96200000000002,-0.0724045711506304,-0.3537649329314002,0.07157537777173353,0.7953314067884998,4.452474998803771,0.0644410476464842,-0.09529052007733384,0.1441680464777728,0.38445622019815406,0,0.44335953348393314,0.21760972774476067
65944,2017-12-31,2017,INDL,C,D,STD,ASRT,USD,230.851,1038.617,0.666,169.508,-3.412,310.58,869.109,-102.496,-219.513,385.466,38.618,213.535,A,510.37,35,-79.72899999999998,-0.09868507833012555,-0.6046676263067229,0.10018523034456996,0.8367945065409098,3.01089034145881,-0.07676458213181567,-0.2113512488241575,0.02173872733468219,0.18641279388405788,0,0.4103409993664481,0.2748730566695414
65991,2014-12-31,2014,INDL,C,D,STD,MHTX,USD,2.528,3.633,0.036,-0.832,-3.475,1.791,3.407,-3.805,-63.242,0.642,1.861,,A,56.4918,35,0.7370000000000001,-1.047343793008533,4.569582504970179,2.898753894080997,0.937792458023672,-19.859902939935292,0.2028626479493532,-17.40765207817231,0.05010554242406241,1.856728351054729,2,-1.5331292698974284,3.6303632578149694
65991,2015-12-31,2015,INDL,C,D,STD,MHTX,USD,5.364,12.869,0.255,8.594,-6.251,1.289,3.217,8.012,-55.23,0.064,2.937,,A,36.2479,35,4.075,0.2648503429464646,0.932278333721201,45.89062499999999,0.2499805734711322,4.21781475447987,0.31665242054549697,-4.291708757479213,0.9608744415437998,2.122886681743848,0,-0.1548214221991923,-0.11354468965778605
65991,2016-12-31,2016,INDL,C,D,STD,MHTX,USD,1.112,7.635,0.013,2.723,-6.383,1.715,3.854,-6.108,-61.338,0.15,3.335,,A,26.4222,35,-0.603,-0.7999999999999999,-2.2431142122658834,22.233333333333334,0.5047806155861166,9.703341902313625,-0.07897838899803536,-8.033791748526523,0.9012553212251551,3.4108655132621513,3,-0.717015905136927,-1.9175969382710305
65991,2017-12-31,2017,INDL,C,D,STD,MHTX,USD,0.278,10.846,0.008,8.161,-2.278,1.627,1.627,1.546,-59.662,0.142,0.175,,A,11.2094,35,-1.349,0.14254102895076526,0.1894375689253768,1.2323943661971832,0.15000921998893602,1.3735326553118492,-0.1243776507468191,-5.500829799004241,0.7237126706431144,1.660935398659923,0,-0.009188055685090646,0.42643307069558994
66042,2016-12-31,2016,INDL,C,D,STD,BRTX,USD,0.062,1.58,0.189,-5.0,-7.797,5.845,6.58,-8.636,-41.96,0.036,2.884,,A,15.5067,35,-5.7829999999999995,-3.6657176749703444,1.7271999999999998,80.11111111111111,4.1645569620253164,-3.10134,-2.848128342245989,-26.556962025316455,1.113204954300615,0.6335055521306624,1,-7.191111237307707,0.17533703129488254
66042,2017-12-31,2017,INDL,C,D,STD,BRTX,USD,0.52,1.759,0.004,-6.837,-8.273,8.353,8.596,-9.445,-51.404,0.081,2.152,,A,22.6144,35,-7.833,-3.6657176749703444,1.3814538540295451,26.567901234567902,4.817258883248731,-3.3076495538979085,-2.848128342245989,-29.223422399090396,0.8613471263187864,0.32323069995097997,1,-7.040871464248075,0.7811249002122643
66366,2014-12-31,2014,INDL,C,D,STD,RMTI,USD,94.707,98.0,0.685,68.703,-17.559,9.804,29.297,-21.327,-180.315,54.188,7.784,26.104,A,516.9195,35,84.90299999999999,-0.21762244897959185,-0.31042312562770186,0.1436480401564922,0.29894897959183675,7.523972752281559,0.8663571428571428,-1.8399489795918367,1.4917863990432656,19.743691525208803,3,-0.7108243192884475,-1.9571506841523274
66366,2015-12-31,2015,INDL,C,D,STD,RMTI,USD,84.626,87.822,0.815,62.32,-15.102,8.091,25.502,-14.42,-195.453,55.351,4.961,24.04,A,527.3805,35,76.53500000000001,-0.16419575960465485,-0.23138639281129653,0.08962801033404998,0.29038281979458447,8.462459884467265,0.8714786727699211,-2.2255585160893627,0.6648844362948467,19.743691525208803,3,-0.07127708485453042,-1.7669130103494712
66366,2016-12-31,2016,INDL,C,D,STD,RMTI,USD,78.509,83.154,0.355,52.956,-20.208,10.146,30.198,-19.803,-215.244,53.284,5.84,26.961,A,337.5084,35,68.363,-0.2381484955624504,-0.37395196011783366,0.10960138127768186,0.36315751497222026,6.373374121912531,0.8221252134593646,-2.58849844866152,0.03817664399762348,0.071423220926641,0,1.0474999173886956,-0.12210673559753114
66366,2017-12-31,2017,INDL,C,D,STD,RMTI,USD,48.828,58.78,1.683,32.913,-25.922,9.143,25.867,-25.921,-240.298,57.3,6.321,29.624,A,301.2898,35,39.685,-0.4409833276624702,-0.7875611460517121,0.11031413612565445,0.4400646478394012,9.154127548385137,0.6751446070091868,-4.088091187478734,0.14330755626742278,0.28888517205808745,0,0.7693244858337608,-0.5739165552083967
66588,2014-09-30,2014,INDL,C,D,STD,SRDX,USD,55.28,104.889,2.278,98.751,19.49,4.067,6.138,12.031,95.409,57.439,15.55,29.933,A,247.1031,35,51.213,0.11470220900189726,0.12183167765389717,0.27072198332143665,0.0761681751679132,2.5022845338275057,0.4882590166747705,0.7380438438593834,0.025354235388328164,0.02740772787895985,0,1.181494408023296,0.5437177361461738
66588,2015-09-30,2015,INDL,C,D,STD,SRDX,USD,67.789,98.71,1.877,91.873,21.029,4.7,6.837,11.947,88.166,61.338,16.165,31.69,A,282.7188,35,63.089,0.12103130381926856,0.13003820491330423,0.2635397306726662,0.0761681751679132,3.0772784169451306,0.6391348394286294,0.7380438438593834,0.018142301097667353,0.021033341062110782,0,1.2897316999873747,0.47985845891396556
